Locus_tag	Product	Protein_ID	Start	End
pgaptmp_001249	M15 family metallopeptidase	WP_017353928.1	381580	382278
pgaptmp_001250	response regulator transcription factor	WP_021418928.1	382300	382992
pgaptmp_001251	sensor histidine kinase	WP_008422500.1	382982	384082
pgaptmp_001252	collagenase	WP_003374468.1	384146	387850
pgaptmp_001253	dimethylarginine dimethylaminohydrolase family protein	WP_017353925.1	388226	389029
pgaptmp_001254	DUF6348 family protein	WP_017353924.1	389523	390716
pgaptmp_001255	winged helix-turn-helix transcriptional regulator	WP_015392159.1	390796	390903
pgaptmp_001256	acyltransferase family protein	WP_017353923.1	390972	391991
pgaptmp_001257	class I SAM-dependent rRNA methyltransferase	WP_003370908.1	392213	393436
pgaptmp_001258	MATE family efflux transporter	WP_012424051.1	393694	395010
pgaptmp_001259	hypothetical protein	WP_017353921.1	395092	395562
pgaptmp_001260	hypothetical protein	WP_017826387.1	395931	396770
pgaptmp_001261	EAL domain-containing protein	WP_017826386.1	397180	399558
pgaptmp_001262	hypothetical protein	WP_012451789.1	399764	399946
pgaptmp_001263	TraX family protein	WP_012424232.1	400188	400895
pgaptmp_001264	hypothetical protein	WP_017826385.1	401177	401608
pgaptmp_001265	hypothetical protein	WP_012450960.1	401755	402057
pgaptmp_001266	TIGR04104 family putative zinc finger protein	WP_017353915.1	402134	402409
pgaptmp_001267	hypothetical protein	WP_012425168.1	402449	403030
pgaptmp_001268	6-phospho-beta-glucosidase	WP_017826383.1	403169	404515
pgaptmp_001269	sigma 54-interacting transcriptional regulator	WP_003372531.1	404834	407575
pgaptmp_001270	PTS sugar transporter subunit IIB	WP_012422610.1	407861	408172
pgaptmp_001271	PTS lactose/cellobiose transporter subunit IIA	WP_017826380.1	408195	408509
pgaptmp_001272	N-acetylglucosamine kinase	WP_003374565.1	408590	409483
pgaptmp_001273	DUF871 domain-containing protein	WP_017353912.1	409480	410574
pgaptmp_001274	PTS sugar transporter subunit IIC	WP_012425462.1	410621	411886
pgaptmp_001275	YitT family protein	WP_012423396.1	412283	413089
pgaptmp_001276	response regulator transcription factor	WP_012450723.1	413155	413802
pgaptmp_001277	histidine kinase dimerization/phospho-acceptor domain-containing protein	WP_012424862.1	413792	415165
pgaptmp_001278	glycoside hydrolase	WP_012451869.1	415201	417507
pgaptmp_001279	MFS transporter	WP_017353907.1	417889	419352
pgaptmp_001280	cation-transporting P-type ATPase		420079	420198
pgaptmp_001281	HAD-IC family P-type ATPase		420225	422609
pgaptmp_001282	DeoR/GlpR family DNA-binding transcription regulator	WP_017353899.1	423023	423787
pgaptmp_001283	glycyl-radical enzyme activating protein	WP_017353898.1	424206	425108
pgaptmp_001284	glycyl radical protein	WP_012422982.1	425113	427518
pgaptmp_001285	fructose-6-phosphate aldolase	WP_012423249.1	427531	428199
pgaptmp_001286	cold-shock protein	WP_003452066.1	428522	428731
pgaptmp_001287	MATE family efflux transporter	WP_012425071.1	428851	430176
pgaptmp_001288	hypothetical protein	WP_012423525.1	430518	430664
pgaptmp_001289	beta-glucoside-specific PTS transporter subunit IIABC	WP_017353945.1	430986	432866
pgaptmp_001290	glycoside hydrolase family 1 protein	WP_012423912.1	432954	434366
pgaptmp_001291	BglG family transcription antiterminator LicT	WP_003405500.1	434406	435239
pgaptmp_001292	DUF1858 domain-containing protein	WP_003372994.1	435713	435892
pgaptmp_001293	NAD(P)/FAD-dependent oxidoreductase	WP_017353948.1	436063	436710
pgaptmp_001294	sigma factor-like helix-turn-helix DNA-binding protein		437134	437295
pgaptmp_001295	anti sigma factor C-terminal domain-containing protein	WP_003372147.1	437282	438244
pgaptmp_001296	polysaccharide deacetylase family protein	WP_017826371.1	438551	439321
pgaptmp_001297	hypothetical protein	WP_003372466.1	439372	439683
pgaptmp_001298	ribokinase	WP_003478218.1	439948	440877
pgaptmp_001299	D-ribose pyranase	WP_011010551.1	440883	441278
pgaptmp_001300	sugar ABC transporter ATP-binding protein	WP_003456071.1	441311	442795
pgaptmp_001301	ABC transporter permease	WP_012424689.1	442812	443747
pgaptmp_001302	ribose ABC transporter substrate-binding protein RbsB	WP_003373775.1	443772	444674
pgaptmp_001303	LacI family DNA-binding transcriptional regulator	WP_012451450.1	444726	445721
pgaptmp_001304	gamma-glutamylcyclotransferase family protein	WP_017826368.1	445952	446380
pgaptmp_001305	pyroglutamyl-peptidase I	WP_003454554.1	446380	447021
pgaptmp_001306	DUF979 domain-containing protein	WP_012451043.1	447498	448427
pgaptmp_001307	DUF969 domain-containing protein	WP_012425618.1	448446	449117
pgaptmp_001308	NAD-dependent 4%2C6-dehydratase LegB	WP_012451776.1	449484	450473
pgaptmp_001309	LegC family aminotransferase	WP_017826365.1	450667	451836
pgaptmp_001310	cytidylyltransferase domain-containing protein	WP_017826364.1	451946	452653
pgaptmp_001311	DegT/DnrJ/EryC1/StrS family aminotransferase	WP_003373868.1	452646	453788
pgaptmp_001312	lipid II:glycine glycyltransferase FemX	WP_012425103.1	453981	455006
pgaptmp_001313	carboxypeptidase regulatory-like domain-containing protein	WP_017353958.1	455131	455436
pgaptmp_001314	hypothetical protein	WP_003374368.1	455619	455957
pgaptmp_001315	motility associated factor glycosyltransferase family protein	WP_012450176.1	456053	457765
pgaptmp_001316	hypothetical protein	WP_012424346.1	457821	457994
pgaptmp_001317	hypothetical protein	WP_012451801.1	458027	458332
pgaptmp_001318	hypothetical protein	WP_012424110.1	458349	458657
pgaptmp_001319	hypothetical protein	WP_003373275.1	458692	458982
pgaptmp_001320	nucleotidyltransferase family protein	WP_003372893.1	459064	460107
pgaptmp_001321	GNAT family N-acetyltransferase	WP_012424430.1	460371	460880
pgaptmp_001322	UDP-N-acetylglucosamine 2-epimerase	WP_012450289.1	461077	462222
pgaptmp_001323	PIG-L deacetylase family protein	WP_017826940.1	462212	462886
pgaptmp_001324	GNAT family N-acetyltransferase	WP_003369406.1	462900	463853
pgaptmp_001325	N-acetylneuraminate synthase	WP_017826942.1	464020	465024
pgaptmp_001326	DMT family transporter	WP_003374048.1	465170	465625
pgaptmp_001327	DMT family transporter	WP_003369569.1	465644	466066
pgaptmp_001328	phage holin family protein	WP_012424004.1	466228	466590
pgaptmp_001329	cyclic nucleotide-binding domain-containing protein	WP_003374610.1	466806	467492
pgaptmp_001330	radical SAM protein	WP_012423863.1	467751	468617
pgaptmp_001331	chemotaxis protein	WP_012423193.1	469176	470078
pgaptmp_001332	class I SAM-dependent methyltransferase	WP_012423927.1	470406	471590
pgaptmp_001333	DUF5662 family protein	WP_003370676.1	471777	472319
pgaptmp_001334	hypothetical protein	WP_003374278.1	472452	472598
pgaptmp_001335	AraC family transcriptional regulator	WP_012422764.1	472697	473545
pgaptmp_001336	dicarboxylate/amino acid:cation symporter	WP_017353625.1	473746	474966
pgaptmp_001337	RelA/SpoT domain-containing protein	WP_003374432.1	475109	475924
pgaptmp_001338	NAD(P)-dependent oxidoreductase	WP_017353624.1	476001	476873
pgaptmp_001339	PLP-dependent cysteine synthase family protein	WP_017826951.1	477104	478111
pgaptmp_001340	peptidoglycan binding domain-containing protein	WP_003372824.1	478524	479912
pgaptmp_001341	alanine racemase	WP_003374383.1	480113	481273
pgaptmp_001342	PLP-dependent aminotransferase family protein	WP_012423129.1	481400	482860
pgaptmp_001343	L%2CD-transpeptidase family protein	WP_012424953.1	483141	484523
pgaptmp_001344	DUF503 domain-containing protein	WP_003369753.1	484667	484954
pgaptmp_001345	aromatic acid exporter family protein	WP_003369030.1	484970	485926
pgaptmp_001346	hypothetical protein	WP_012424376.1	486099	486587
pgaptmp_001347	GntR family transcriptional regulator	WP_012450297.1	486673	487407
pgaptmp_001348	uridine phosphorylase	WP_003373529.1	488095	488877
pgaptmp_001349	NupC/NupG family nucleoside CNT transporter	WP_012422991.1	489055	490257
pgaptmp_001350	phosphopentomutase	WP_003455388.1	490439	491629
pgaptmp_001351	transketolase	WP_012423855.1	491742	492557
pgaptmp_001352	transketolase family protein	WP_003371760.1	492570	493496
pgaptmp_001353	purine-nucleoside phosphorylase	WP_003373937.1	493569	494276
pgaptmp_001354	fructose-6-phosphate aldolase	WP_017353616.1	494453	495097
pgaptmp_001355	YhgE/Pip family protein	WP_012450580.1	495635	497785
pgaptmp_001356	MATE family efflux transporter	WP_003370458.1	498260	499633
pgaptmp_001357	ribonuclease J	WP_012424764.1	500010	501728
pgaptmp_001358	dynamin family protein	WP_017825608.1	502216	504723
pgaptmp_001359	viral A-type inclusion protein	WP_017353611.1	504751	505521
pgaptmp_001360	dynamin family protein	WP_003370105.1	505528	507297
pgaptmp_001361	dynamin family protein	WP_012451597.1	507334	509136
pgaptmp_001362	DegT/DnrJ/EryC1/StrS family aminotransferase	WP_017353609.1	509651	510835
pgaptmp_001363	MerR family transcriptional regulator	WP_012451118.1	511392	512552
pgaptmp_001364	hypothetical protein	-2+	512554	512769
pgaptmp_001365	transcriptional regulator	WP_017826567.1	513122	515287
pgaptmp_001366	membrane-associated protease 1	WP_003368913.1	515354	515782
pgaptmp_001367	membrane-associated protease 1	WP_003370322.1	515796	516221
pgaptmp_001368	J domain-containing protein	WP_003372728.1	516578	516968
pgaptmp_001404	hypothetical protein	WP_003369025.1	13	180
pgaptmp_001405	CAP domain-containing protein	WP_003370974.1	514	1521
pgaptmp_001406	pyruvate:ferredoxin (flavodoxin) oxidoreductase	WP_002580175.1	1906	5421
pgaptmp_001407	glycerate kinase	WP_012424170.1	5792	6922
pgaptmp_001408	GntP family permease	WP_017825483.1	6973	8229
pgaptmp_001409	CdaR family transcriptional regulator	WP_017825484.1	8395	9459
pgaptmp_001410	DUF4878 domain-containing protein	WP_012424582.1	9816	10406
pgaptmp_001411	zinc-ribbon domain-containing protein	WP_003407210.1	10791	10946
pgaptmp_001412	FAD-dependent oxidoreductase	WP_003373627.1	11318	12595
pgaptmp_001413	sulfide/dihydroorotate dehydrogenase-like FAD/NAD-binding protein	WP_003374722.1	12592	13581
pgaptmp_001414	peroxide stress protein YaaA	WP_003373809.1	13908	14681
pgaptmp_001415	D-alanyl-D-alanine carboxypeptidase family protein	WP_017825490.1	14935	15804
pgaptmp_001416	DUF2953 domain-containing protein	WP_012425053.1	15995	16561
pgaptmp_001417	GerW family sporulation protein	WP_017352983.1	16551	17033
pgaptmp_001418	SMC-Scp complex subunit ScpB	WP_012423021.1	17216	17809
pgaptmp_001419	segregation/condensation protein A	WP_003374455.1	17793	18548
pgaptmp_001420	D-alanyl-D-alanine carboxypeptidase family protein	WP_012450344.1	18790	19980
pgaptmp_001421	N-acetylmuramoyl-L-alanine amidase	WP_015391135.1	20707	21465
pgaptmp_001422	hypothetical protein	WP_017352989.1	21528	21704
pgaptmp_001423	BhlA/UviB family holin-like peptide	WP_003374018.1	21717	21917
pgaptmp_001424	Ig-like domain-containing protein	WP_017352991.1	21991	22998
pgaptmp_001425	Ig-like domain-containing protein	WP_012424054.1	23042	24229
pgaptmp_001426	hypothetical protein	-2+	24524	25228
pgaptmp_001427	hypothetical protein	WP_003369432.1	25485	25676
pgaptmp_001428	hypothetical protein	WP_003370656.1	25677	26021
pgaptmp_001429	pyocin knob domain-containing protein	WP_017352995.1	26039	27496
pgaptmp_001430	phage tail spike protein	WP_017352996.1	27508	29238
pgaptmp_001431	distal tail protein Dit	WP_012449476.1	29235	29909
pgaptmp_001432	phage tail tape measure protein	WP_017825514.1	29925	33389
pgaptmp_001433	hypothetical protein	WP_012423664.1	33440	33703
pgaptmp_001434	hypothetical protein	WP_017825516.1	33706	34029
pgaptmp_001435	hypothetical protein	WP_012451671.1	34032	34613
pgaptmp_001436	hypothetical protein	WP_012449784.1	34616	34936
pgaptmp_001437	hypothetical protein	WP_012424248.1	34929	35318
pgaptmp_001438	phage head closure protein	WP_017825518.1	35318	35653
pgaptmp_001439	hypothetical protein	WP_012449861.1	35628	35957
pgaptmp_001440	phage major capsid protein	WP_017353000.1	35972	37168
pgaptmp_001441	head maturation protease%2C ClpP-related	WP_017353001.1	37168	37959
pgaptmp_001442	phage portal protein	WP_017353002.1	37961	39109
pgaptmp_001443	terminase large subunit domain-containing protein	WP_017353003.1	39158	40801
pgaptmp_001444	P27 family phage terminase small subunit	WP_017825524.1	40791	41291
pgaptmp_001445	HNH endonuclease	WP_012450491.1	41448	41774
pgaptmp_001446	hypothetical protein	WP_012423213.1	41762	42079
pgaptmp_001447	site-specific integrase	WP_012451354.1	42283	42825
pgaptmp_001448	hypothetical protein	-2+	42822	42968
pgaptmp_001449	hypothetical protein	WP_012449795.1	43313	43462
pgaptmp_001450	M20 metallopeptidase family protein	WP_017353009.1	43701	44894
pgaptmp_001451	nitroreductase	WP_012449577.1	45088	45477
pgaptmp_001452	DNA methyltransferase		45625	45876
pgaptmp_001453	hypothetical protein	-2+	45990	46151
pgaptmp_001454	DUF2238 domain-containing protein	WP_017353012.1	46332	46946
pgaptmp_001455	hypothetical protein	WP_003374263.1	47372	47527
pgaptmp_001456	hypothetical protein	WP_003372944.1	47517	47708
pgaptmp_001457	replicative DNA helicase	WP_003370970.1	47692	49008
pgaptmp_001458	helix-turn-helix domain-containing protein	WP_017353017.1	49010	49846
pgaptmp_001459	ParB/RepB/Spo0J family partition protein	WP_003368885.1	49961	51091
pgaptmp_001460	ParA family protein	WP_003374287.1	51076	51831
pgaptmp_001461	helix-turn-helix domain-containing protein	WP_017353020.1	52054	52302
pgaptmp_001462	helix-turn-helix domain-containing protein	WP_003372680.1	52315	52749
pgaptmp_001463	helix-turn-helix transcriptional regulator	WP_003373629.1	52874	53071
pgaptmp_001464	helix-turn-helix domain-containing protein	WP_002580992.1	53225	53569
pgaptmp_001465	hypothetical protein	-2+	53665	54495
pgaptmp_001466	ComEC/Rec2 family competence protein	WP_012451891.1	54523	55593
pgaptmp_001467	hypothetical protein	-2+	55949	56353
pgaptmp_001468	hypothetical protein	-2+	56470	57468
pgaptmp_001469	ImmA/IrrE family metallo-endopeptidase	WP_017353026.1	57801	58289
pgaptmp_001470	tyrosine-type recombinase/integrase	WP_017353027.1	58394	59536
pgaptmp_001471	tyrosine-type recombinase/integrase	WP_012058194.1	59654	60532
pgaptmp_001472	stage II sporulation protein M	WP_003369255.1	60652	61284
pgaptmp_001473	alpha-amylase	WP_017353029.1	61487	63061
pgaptmp_001474	hypothetical protein	WP_012450704.1	63171	63593
pgaptmp_001475	hypothetical protein	WP_017825496.1	63868	64419
pgaptmp_001476	hypothetical protein	WP_003369477.1	64684	65154
pgaptmp_001477	hypothetical protein	WP_012450679.1	65200	65748
pgaptmp_001478	hypothetical protein	WP_017353033.1	65839	66492
pgaptmp_001479	FAD-binding protein	WP_017353034.1	66701	68023
pgaptmp_001480	hypothetical protein	WP_003370704.1	68554	68730
pgaptmp_001481	hypothetical protein	WP_012424257.1	69346	69759
pgaptmp_001482	hypothetical protein	-2+	69823	70053
pgaptmp_001483	hypothetical protein	-2+	70111	70248
pgaptmp_001484	sporulation transcription factor Spo0A	WP_011969036.1	70399	71217
pgaptmp_001485	SpoIVB peptidase	WP_017353036.1	71602	72792
pgaptmp_001486	DNA repair protein RecN	WP_012422637.1	73085	74773
pgaptmp_001487	arginine repressor	WP_003370284.1	74792	75244
pgaptmp_001488	NAD(+)/NADH kinase	WP_003374621.1	75241	76095
pgaptmp_001489	TlyA family RNA methyltransferase	WP_003373441.1	76113	76922
pgaptmp_001490	1-deoxy-D-xylulose-5-phosphate synthase	WP_017353038.1	76939	78798
pgaptmp_001491	polyprenyl synthetase family protein	WP_003368880.1	78816	79685
pgaptmp_001492	exodeoxyribonuclease VII small subunit	WP_003374161.1	79672	79896
pgaptmp_001493	exodeoxyribonuclease VII large subunit	WP_012424923.1	79909	81108
pgaptmp_001494	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	WP_012425839.1	81098	81946
pgaptmp_001495	transcription antitermination factor NusB	WP_012451742.1	81969	82370
pgaptmp_001496	Asp23/Gls24 family envelope stress response protein	WP_003374255.1	82488	82868
pgaptmp_001497	SpoIIIAH-like family protein	WP_003371572.1	82985	83530
pgaptmp_001498	stage III sporulation protein AG	WP_003372606.1	83570	84199
pgaptmp_001499	stage III sporulation protein AF	WP_012451398.1	84211	84798
pgaptmp_001500	stage III sporulation protein AE	WP_012451783.1	84802	86058
pgaptmp_001501	stage III sporulation protein AD	WP_012424476.1	86070	86453
pgaptmp_001502	stage III sporulation protein AC	WP_003374374.1	86462	86659
pgaptmp_001503	stage III sporulation protein SpoIIIAB	WP_017826029.1	86674	87192
pgaptmp_001504	stage III sporulation protein AA	WP_017353042.1	87180	88100
pgaptmp_001505	CD1247 N-terminal domain-containing protein	WP_012425494.1	88520	88885
pgaptmp_001506	elongation factor P	WP_012101597.1	88972	89529
pgaptmp_001507	hypothetical protein	WP_003369511.1	89720	90100
pgaptmp_001508	hypothetical protein	WP_012450128.1	90087	90515
pgaptmp_001509	hypothetical protein	WP_003372058.1	90466	91167
pgaptmp_001510	hypothetical protein	WP_012424260.1	91268	91666
pgaptmp_001511	hypothetical protein	WP_017353045.1	91657	92130
pgaptmp_001512	hypothetical protein	WP_012425415.1	92123	92551
pgaptmp_001513	prepilin-type N-terminal cleavage/methylation domain-containing protein		92920	93021
pgaptmp_001514	type II secretion system F family protein	WP_003371993.1	93018	94094
pgaptmp_001515	GspE/PulE family protein	WP_009170384.1	94081	95375
pgaptmp_001516	hypothetical protein	WP_017353048.1	95558	96559
pgaptmp_001517	diaminopimelate epimerase	WP_003369266.1	96586	97407
